Date of Data,Recipient/Sub-Recipient Name,Recipient/Sub-Recipient Address,Recipient/Sub-Recipient City,Recipient/Sub-Recipient State Abbreviation,Recipient/Sub-Recipient ZIP Code,HAB Provider Type Description,Received Part A Funding Indicator,Part A Grantee Name,Part A Grant Number,Received Part B Funding Indicator,Part B Grantee Name,Part B Grant Number,Received Part C Funding Indicator,Part C Grantee Name,Part C Grant Number,Received Part D Funding Indicator,Part D Grantee Name,Part D Grant Number,Reporting Year,HHS Region Number,HHS Region Code,HHS Region Name,State Federal Information Processing Standard Code,State Name,State County FIPS Code,County FIPS,County or County Equivalent Name,County Description,County within 100 Kilometers of U.S. - Mexico Border Indicator,U.S. - Mexico Border 100 Kilometer Status Indicator,U.S. - Mexico Border County Indicator,Complete County Name,Name of U.S. Senator Number One,Name of U.S. Senator Number Two,Congress Number Text,Congressional District Number,Congressional District Name,State FIPS and Congressional District Number Code,U.S. Congressional Representative Name,U.S. Congressional Representative Title,U.S. Representative Party Code,U.S. House of Representatives Member Website,Geocoding Artifact Address Primary X Coordinate,Geocoding Artifact Address Primary Y Coordinate,Common City Name with State Abbreviation,Common Congressional District Name,Common Congress Number Text,Common County Name with State Abbreviation,Common HHS Region Code,Common HHS Region Name,Common State Abbreviation,Common State County FIPS Code,Common State FIPS Code,Common State FIPS Code Congressional District Number,Common State Name,Common Postal Code,Data Warehouse Record Create Date,Data Warehouse Record Create Date Text,RWHAP Funded Services
03/25/2024,"AIDS HEALTHCARE FOUNDATION - ATLANTA/FULTON COUNTY, GA","5700 Hillandale Dr, Ste 100",Lithonia,GA,30058-4104,Other community-based service organization (CBO),Y,"FULTON, COUNTY OF",H89HA00007,Y,,,Y,,,Y,,,2023,4,04,Region 4,13,Georgia,13089,089,DeKalb,County            ,N,N,N,DeKalb County,Jon Ossoff,Raphael G. Warnock,118,04,Georgia District 04,1304,"Henry C. “Hank” Johnson, Jr.",Representative,D,https://hankjohnson.house.gov/,-84.15701104,33.70367214,"Lithonia, GA",Georgia District 04,118,"DeKalb County, GA",04,Region 4,GA,13089,13,1304,Georgia,30058,07/18/2024,2024/07/18,Outpatient/ambulatory medical care; Oral health care; Health Insurance Premium & Cost Sharing Assistance; Mental health services; Medical case management (including treatment adherence); Case management (non-medical); Medical transportation services; Referral for health care/supportive services; Ending the HIV Epidemic Services
03/25/2024,TIBURCIO VASQUEZ HEALTH CENTER INC.,22331 Mission Blvd,Hayward,CA,94541-3911,Other facility,Y,"ALAMEDA, COUNTY OF",H89HA00018,Y,,,Y,,,Y,,,2023,9,09,Region 9,06,California,06001,001,Alameda,County            ,N,N,N,Alameda County,Dianne Feinstein,Alex Padilla,118,14,California District 14,0614,Eric Swalwell,Representative,D,https://swalwell.house.gov,-122.0868132,37.67448754,"Hayward, CA",California District 14,118,"Alameda County, CA",09,Region 9,CA,06001,06,0614,California,94541,07/18/2024,2024/07/18,Oral health care
03/25/2024,GENESIS HEALTH SYSTEM AN IOWA NONPROFIT,1227 E Rusholme St,Davenport,IA,52803-2459,Hospital or university-based clinic,Y,,,Y,"PUBLIC HEALTH, IOWA DEPARTMENT OF",X07HA00005,Y,Genesis Health System,H76HA26213,Y,,,2023,7,07,Region 7,19,Iowa,19163,163,Scott,County            ,N,N,N,Scott County,Chuck Grassley,Joni Ernst,118,01,Iowa District 01,1901,Mariannette Miller-Meeks,Representative,R,https://millermeeks.house.gov/,-90.55708664,41.54281113,"Davenport, IA",Iowa District 01,118,"Scott County, IA",07,Region 7,IA,19163,19,1901,Iowa,52803,07/18/2024,2024/07/18,Administrative or technical support; Quality management; Outpatient/ambulatory medical care; Oral health care; Early intervention services (Parts A and B); Mental health services
03/25/2024,SPANISH AMERICAN CIVIC ASSOCIATION,453 S Lime St,Lancaster,PA,17602-3649,Other community-based service organization (CBO),Y,,,Y,"Health, Pennsylvania Department Of",X07HA00021,Y,,,Y,,,2023,3,03,Region 3,42,Pennsylvania,42071,071,Lancaster,County            ,N,N,N,Lancaster County,"Robert P. Casey, Jr.",Patrick J. Toomey,118,11,Pennsylvania District 11,4211,Lloyd Smucker,Representative,R,https://smucker.house.gov/,-76.29856685,40.03526692,"Lancaster, PA",Pennsylvania District 11,118,"Lancaster County, PA",03,Region 3,PA,42071,42,4211,Pennsylvania,17602,07/18/2024,2024/07/18,Health Insurance Premium & Cost Sharing Assistance; Medical case management (including treatment adherence); Emergency financial assistance; Food bank/home-delivered meals; Housing services; Medical transportation services; Outreach services; Psychosocial support services
03/25/2024,"THE OPEN DOOR, INC.",,,,,Other community-based service organization (CBO),Y,,,Y,"Health, Pennsylvania Department Of",X07HA00021,Y,,,Y,,,2023,,NA,Not Determined,XX,Not Determined,XXXXX,XXX,Not Determined,Not Determined,N,U,,Not Determined,Not Determined,Not Determined,0  ,0 ,Unknown,XXXX,Unknown,Unknown,,Unknown,,,,Not Determined,XX ,Not Determined,NA,Not Determined,XX,XXXXX,XX,XXXX,Not Determined,,07/18/2024,2024/07/18,Case management (non-medical); Medical transportation services
03/25/2024,NORTH MISSISSIPPI MEDICAL CENTER (GARFIELD CLINIC),830 S Gloster St,Tupelo,MS,38801-4934,Hospital or university-based clinic,Y,,,Y,"HEALTH, MISSISSIPPI STATE DEPARTMENT OF",X07HA00036,Y,,,Y,,,2023,4,04,Region 4,28,Mississippi,28081,081,Lee,County            ,N,N,N,Lee County,Roger F. Wicker,Cindy Hyde-Smith,118,01,Mississippi District 01,2801,Trent Kelly,Representative,R,https://trentkelly.house.gov/,-88.7177033,34.2423675,"Tupelo, MS",Mississippi District 01,118,"Lee County, MS",04,Region 4,MS,28081,28,2801,Mississippi,38801,07/18/2024,2024/07/18,Administrative or technical support; Outpatient/ambulatory medical care; Medical case management (including treatment adherence)
03/25/2024,RUTGERS THE STATE UNIVERSITY OF NEW JERSEY,"65 Bergen St, Ste 1",Newark,NJ,07107-3001,Publicly funded community health center,Y,"MIDDLESEX, COUNTY OF (INC)",H89HA00049,Y,,,Y,,H76HA26529 / H76HA49,Y,,,2023,2,02,Region 2,34,New Jersey,34013,013,Essex,County            ,N,N,N,Essex County,Robert Menendez,Cory A. Booker,118,10,New Jersey District 10,3410,"Donald M. Payne, Jr.",Representative,D,https://payne.house.gov,-74.19109438,40.74299006,"Newark, NJ",New Jersey District 10,118,"Essex County, NJ",02,Region 2,NJ,34013,34,3410,New Jersey,07107,07/18/2024,2024/07/18,Administrative or technical support; Quality management; Outpatient/ambulatory medical care; Early intervention services (Parts A and B); Health Insurance Premium & Cost Sharing Assistance; Mental health services; Medical nutrition therapy; Medical case management (including treatment adherence); Substance abuse services-outpatient; Emergency financial assistance; Food bank/home-delivered meals; Medical transportation services; Outreach services; Psychosocial support services
03/25/2024,A.J. BOGGS & COMPANY,,,,,Other facility,Y,"COLUMBUS, CITY OF",H89HA25698,Y,,,Y,,,Y,,,2023,,NA,Not Determined,XX,Not Determined,XXXXX,XXX,Not Determined,Not Determined,N,U,,Not Determined,Not Determined,Not Determined,0  ,0 ,Unknown,XXXX,Unknown,Unknown,,Unknown,,,,Not Determined,XX ,Not Determined,NA,Not Determined,XX,XXXXX,XX,XXXX,Not Determined,,07/18/2024,2024/07/18,Administrative or technical support; Technical assistance; Quality management
03/25/2024,"BRANDYWINE VALLEY INFECTIOUS DISEASE ASSOCIATES, LLC",213 Reeceville Rd,Coatesville,PA,19320-1528,Solo/group private medical practice,Y,"PHILADELPHIA, CITY OF",H89HA00013,Y,,,Y,,,Y,,,2023,3,03,Region 3,42,Pennsylvania,42029,029,Chester,County            ,N,N,N,Chester County,"Robert P. Casey, Jr.",Patrick J. Toomey,118,06,Pennsylvania District 06,4206,Chrissy Houlahan,Representative,D,https://houlahan.house.gov/,-75.78768038,40.01002356,"Coatesville, PA",Pennsylvania District 06,118,"Chester County, PA",03,Region 3,PA,42029,42,4206,Pennsylvania,19320,07/18/2024,2024/07/18,Outpatient/ambulatory medical care
03/25/2024,"ACADIANA CONCERN FOR AIDS RELIEF, EDUCATION AND SUPPORT, INC.",809 Martin Luther King Jr Dr,Lafayette,LA,70501-1884,Other community-based service organization (CBO),Y,,,Y,"HEALTH, LOUISIANA DEPARTMENT OF",X07HA00018,Y,,H76HA46005,Y,ACADIANA CARES INC,H12HA26263,2023,6,06,Region 6,22,Louisiana,22055,055,Lafayette,Parish            ,N,N,N,Lafayette Parish,Bill Cassidy,John Kennedy,118,03,Louisiana District 03,2203,Clay Higgins,Representative,R,https://clayhiggins.house.gov,-92.02333673,30.24941939,"Lafayette, LA",Louisiana District 03,118,"Lafayette Parish, LA",06,Region 6,LA,22055,22,2203,Louisiana,70501,07/18/2024,2024/07/18,Administrative or technical support; Fiscal intermediary support; Capacity development; Quality management; Outpatient/ambulatory medical care; Oral health care; Early intervention services (Parts A and B); Mental health services; Medical nutrition therapy; Medical case management (including treatment adherence); Substance abuse services-outpatient; Case management (non-medical); Emergency financial assistance; Food bank/home-delivered meals; Health education/risk reduction; Housing services; Linguistics services; Medical transportation services; Outreach services; Psychosocial support services; Referral for health care/supportive services
03/25/2024,ENTRE HERMANOS,,,,,Other community-based service organization (CBO),Y,"KING, COUNTY OF",H89HA00022,Y,"HEALTH, WASHINGTON STATE DEPARTMENT OF",X07HA00083,Y,,,Y,,,2023,,NA,Not Determined,XX,Not Determined,XXXXX,XXX,Not Determined,Not Determined,N,U,,Not Determined,Not Determined,Not Determined,0  ,0 ,Unknown,XXXX,Unknown,Unknown,,Unknown,,,,Not Determined,XX ,Not Determined,NA,Not Determined,XX,XXXXX,XX,XXXX,Not Determined,,07/18/2024,2024/07/18,Quality management; Early intervention services (Parts A and B); Medical case management (including treatment adherence); Case management (non-medical); Emergency financial assistance; Food bank/home-delivered meals; Housing services; Medical transportation services; Outreach services
03/25/2024,CENTRAL MICHIGAN DISTRICT HEALTH DEPARTMENT,2012 E Preston St,Mount Pleasant,MI,48858-8990,Health department,Y,,,Y,"HEALTH & HUMAN SERVICES, MICHIGAN DEPARTMENT OF",X07HA00044,Y,,,Y,,,2023,5,05,Region 5,26,Michigan,26073,073,Isabella,County            ,N,N,N,Isabella County,Debbie Stabenow,Gary C. Peters,118,02,Michigan District 02,2602,John R. Moolenaar,Representative,R,https://moolenaar.house.gov/,-84.74807955,43.58993118,"Mount Pleasant, MI",Michigan District 02,118,"Isabella County, MI",05,Region 5,MI,26073,26,2602,Michigan,48858,07/18/2024,2024/07/18,Administrative or technical support; Outpatient/ambulatory medical care; Mental health services; Medical nutrition therapy; Medical case management (including treatment adherence); Case management (non-medical); Emergency financial assistance; Food bank/home-delivered meals; Medical transportation services; Outreach services; Psychosocial support services
03/25/2024,"OUR LADY OF LAKE HOSPITAL, INC.",5000 Hennessy Blvd,Baton Rouge,LA,70808-4367,Hospital or university-based clinic,Y,"Baton Rouge, City Of",H89HA11432,Y,,,Y,"Our Lady of The Lake Hospital, Inc.",H76HA26765,Y,"Our Lady of The Lake Hospital, Inc.",H12HA26265,2023,6,06,Region 6,22,Louisiana,22033,033,East Baton Rouge,Parish            ,N,N,N,East Baton Rouge Parish,Bill Cassidy,John Kennedy,118,06,Louisiana District 06,2206,Garret Graves,Representative,R,https://garretgraves.house.gov/,-91.10690646,30.4034841,"Baton Rouge, LA",Louisiana District 06,118,"East Baton Rouge Parish, LA",06,Region 6,LA,22033,22,2206,Louisiana,70808,07/18/2024,2024/07/18,Administrative or technical support; Quality management; Outpatient/ambulatory medical care; Local AIDS Pharmaceutical Assistance; Oral health care; Early intervention services (Parts A and B); Mental health services; Medical case management (including treatment adherence); Case management (non-medical); Emergency financial assistance; Medical transportation services; Referral for health care/supportive services; Ending the HIV Epidemic Services
03/25/2024,UPMC PRESBYTERIAN SHADYSIDE,200 Lothrop St,Pittsburgh,PA,15213-2536,Hospital or university-based clinic,Y,,,Y,"Health, Pennsylvania Department Of",X07HA00021,Y,UPMC PRESBYTERIAN SHADYSIDE,H76HA25775,Y,UPMC PRESBYTERIAN SHADYSIDE,H12HA26266,2023,3,03,Region 3,42,Pennsylvania,42003,003,Allegheny,County            ,N,N,N,Allegheny County,"Robert P. Casey, Jr.",Patrick J. Toomey,118,12,Pennsylvania District 12,4212,Summer L. Lee,Representative,D,https://summerlee.house.gov,-79.96064919,40.44178449,"Pittsburgh, PA",Pennsylvania District 12,118,"Allegheny County, PA",03,Region 3,PA,42003,42,4212,Pennsylvania,15213,07/18/2024,2024/07/18,Administrative or technical support; Quality management; Outpatient/ambulatory medical care; Oral health care; Health Insurance Premium & Cost Sharing Assistance; Mental health services; Medical nutrition therapy; Medical case management (including treatment adherence); Case management (non-medical); Emergency financial assistance; Health education/risk reduction; Medical transportation services; Psychosocial support services
03/25/2024,AIDS CONNECTICUT,,,,,Other community-based service organization (CBO),Y,"HARTFORD, CITY OF",H89HA00044,Y,"Public Health, Connecticut Department of",X07HA00022,Y,,,Y,,,2023,,NA,Not Determined,XX,Not Determined,XXXXX,XXX,Not Determined,Not Determined,N,U,,Not Determined,Not Determined,Not Determined,0  ,0 ,Unknown,XXXX,Unknown,Unknown,,Unknown,,,,Not Determined,XX ,Not Determined,NA,Not Determined,XX,XXXXX,XX,XXXX,Not Determined,,07/18/2024,2024/07/18,Fiscal intermediary support; Early intervention services (Parts A and B); Health Insurance Premium & Cost Sharing Assistance; Medical case management (including treatment adherence); Case management (non-medical); Emergency financial assistance; Food bank/home-delivered meals; Housing services; Medical transportation services; Psychosocial support services
03/25/2024,FAIRFIELD HEALTHCARE PROFESSIONALS,1153 E Main St,Lancaster,OH,43130-4056,Other facility,Y,"COLUMBUS, CITY OF",H89HA25698,Y,"Health, Ohio Department of",X07HA00016,Y,,,Y,,,2023,5,05,Region 5,39,Ohio,39045,045,Fairfield,County            ,N,N,N,Fairfield County,Sherrod Brown,J.D. Vance,118,12,Ohio District 12,3912,Troy Balderson,Representative,R,https://balderson.house.gov,-82.579115,39.71370752,"Lancaster, OH",Ohio District 12,118,"Fairfield County, OH",05,Region 5,OH,39045,39,3912,Ohio,43130,07/18/2024,2024/07/18,Outpatient/ambulatory medical care; Health Insurance Premium & Cost Sharing Assistance
03/25/2024,BARTZ-ALTADONNA COMMUNITY HEALTH CENTER,43322 Gingham Ave,Lancaster,CA,93535-4576,Publicly funded community health center,Y,,,Y,,,Y,BARTZ-ALTADONNA COMMUNITY HEALTH CENTER,H76HA26212,Y,,,2023,9,09,Region 9,06,California,XXXXX,XXX,Not Determined,Not Determined,N,N,,Not Determined,Dianne Feinstein,Alex Padilla,118,27,California District 27,0627,Mike Garcia,Representative,R,https://mikegarcia.house.gov/,-118.12226436,34.67014066,"Lancaster, CA",California District 27,118,Not Determined,09,Region 9,CA,XXXXX,06,0627,California,93535,07/18/2024,2024/07/18,Administrative or technical support; Outpatient/ambulatory medical care; Early intervention services (Parts A and B); Mental health services; Medical nutrition therapy; Medical case management (including treatment adherence); Substance abuse services-outpatient; Case management (non-medical); Outreach services
03/25/2024,"AARON E. HENRY COMMUNITY HEALTH SERVICES CENTER, INC.",600 Ohio Ave,Clarksdale,MS,38614-6020,Publicly funded community health center,Y,"SHELBY, COUNTY OF",H89HA11464,Y,,,Y,"Aaron E. Henry Community Health Services Center, Inc.",H76HA25701,Y,,,2023,4,04,Region 4,28,Mississippi,28027,027,Coahoma,County            ,N,N,N,Coahoma County,Roger F. Wicker,Cindy Hyde-Smith,118,02,Mississippi District 02,2802,Bennie G. Thompson,Representative,D,https://benniethompson.house.gov/,-90.55003251,34.19795498,"Clarksdale, MS",Mississippi District 02,118,"Coahoma County, MS",04,Region 4,MS,28027,28,2802,Mississippi,38614,07/18/2024,2024/07/18,Administrative or technical support; Quality management; Outpatient/ambulatory medical care; Local AIDS Pharmaceutical Assistance; Oral health care; Early intervention services (Parts A and B); Mental health services; Medical case management (including treatment adherence); Housing services; Medical transportation services; Outreach services
03/25/2024,PIEDMONT HEALTH SERVICES AND SICKLE CELL AGENCY,,,,,Other community-based service organization (CBO),Y,,,Y,,,Y,,,Y,Central Carolina Health Network,H12HA24791,2023,,NA,Not Determined,XX,Not Determined,XXXXX,XXX,Not Determined,Not Determined,N,U,,Not Determined,Not Determined,Not Determined,0  ,0 ,Unknown,XXXX,Unknown,Unknown,,Unknown,,,,Not Determined,XX ,Not Determined,NA,Not Determined,XX,XXXXX,XX,XXXX,Not Determined,,07/18/2024,2024/07/18,Outreach services
03/25/2024,"PLAN DE SALUD DEL VALLE, INC. D.B.A. SALUD FAMILY HEALTH CENTERS",203 S Rollie Ave,Fort Lupton,CO,80621-1508,Publicly funded community health center,Y,,,Y,,X07HA00056 / X08HA40,Y,,,Y,,,2023,8,08,Region 8,08,Colorado,08123,123,Weld,County            ,N,N,N,Weld County,Michael F. Bennet,John W. Hickenlooper,118,08,Colorado District 08,0808,Yadira Caraveo,Representative,D,https://caraveo.house.gov,-104.80469737,40.07765504,"Fort Lupton, CO",Colorado District 08,118,"Weld County, CO",08,Region 8,CO,08123,08,0808,Colorado,80621,07/18/2024,2024/07/18,Quality management; Outpatient/ambulatory medical care; Oral health care; Early intervention services (Parts A and B); Mental health services; Medical nutrition therapy; Emergency financial assistance; Food bank/home-delivered meals; Medical transportation services
03/25/2024,"HEALING WITH CAARE, INC.",214 Broadway St,Durham,NC,27701-2404,Other community-based service organization (CBO),Y,,,Y,"Health & Human Services, North Carolina Department Of",X07HA00051,Y,,,Y,,,2023,4,04,Region 4,37,North Carolina,37063,063,Durham,County            ,N,N,N,Durham County,Thom Tillis,Thom Tillis,118,04,North Carolina District 04,3704,Valerie P. Foushee,Representative,D,https://foushee.house.gov,-78.89877655,36.00095697,"Durham, NC",North Carolina District 04,118,"Durham County, NC",04,Region 4,NC,37063,37,3704,North Carolina,27701,07/18/2024,2024/07/18,Planning or evaluation; Administrative or technical support; Quality management; Medical case management (including treatment adherence); Food bank/home-delivered meals; Medical transportation services
03/25/2024,"WALGREEN EASTERN CO, INC",300 Wilmot Rd,Deerfield,IL,60015-4614,Agency reporting for multiple fee-for-service providers,Y,"PHILADELPHIA, CITY OF",H89HA00013,Y,,,Y,,,Y,,,2023,5,05,Region 5,17,Illinois,17097,097,Lake,County            ,N,N,N,Lake County,Richard J. Durbin,Tammy Duckworth,118,10,Illinois District 10,1710,Bradley Scott Schneider,Representative,D,https://schneider.house.gov,-87.86850444,42.15815669,"Deerfield, IL",Illinois District 10,118,"Lake County, IL",05,Region 5,IL,17097,17,1710,Illinois,60015,07/18/2024,2024/07/18,Emergency financial assistance
03/25/2024,UNIVERSITY MEDICAL CENTER MANAGEMENT CORP,2000 Canal St,New Orleans,LA,70112-3018,Hospital or university-based clinic,Y,"NEW ORLEANS, CITY OF",H89HA00035,Y,,,Y,University Medical Center Management Corporation,H76HA26800,Y,,,2023,6,06,Region 6,22,Louisiana,22071,071,Orleans,Parish            ,N,N,N,Orleans Parish,Bill Cassidy,John Kennedy,118,02,Louisiana District 02,2202,Troy A. Carter,Representative,D,https://troycarter.house.gov,-90.08110928,29.96119521,"New Orleans, LA",Louisiana District 02,118,"Orleans Parish, LA",06,Region 6,LA,22071,22,2202,Louisiana,70112,07/18/2024,2024/07/18,Outpatient/ambulatory medical care; Local AIDS Pharmaceutical Assistance; Oral health care; Health Insurance Premium & Cost Sharing Assistance; Mental health services; Medical nutrition therapy; Medical case management (including treatment adherence); Case management (non-medical); Emergency financial assistance; Food bank/home-delivered meals; Health education/risk reduction; Medical transportation services; Psychosocial support services; Referral for health care/supportive services; Other Professional Services
